t_sim,q1,q2,q3,q4,q5,q6,q1_ref,q2_ref,q3_ref,q4_ref,q5_ref,q6_ref,tau1,tau2,tau3,tau4,tau5,tau6,tracking_error,box_x,box_y,box_z
2.2200,0.579712,-2.566257,-2.308403,-0.736856,-2.362556,2.103399,0.328425,-0.283033,-0.963914,0.013351,-0.339106,0.096124,0.666572,-0.571427,-1.962181,0.037152,-0.591751,0.139346,3.971173,0.2000,0.0000,0.4799
2.2400,0.580203,-2.566137,-2.308172,-0.737575,-2.361139,2.107071,0.335133,-0.288814,-0.983602,0.013623,-0.346032,0.098088,0.671473,-0.575665,-1.976605,0.037307,-0.597002,0.140663,3.957489,0.2000,0.0000,0.4799
2.2600,0.580721,-2.566038,-2.307967,-0.738313,-2.359726,2.110677,0.341890,-0.294637,-1.003432,0.013898,-0.353008,0.100065,0.676264,-0.579808,-1.990705,0.037455,-0.602162,0.141974,3.943782,0.2000,0.0000,0.4799
2.2800,0.581261,-2.565955,-2.307778,-0.739069,-2.358320,2.114244,0.348694,-0.300500,-1.023401,0.014175,-0.360033,0.102057,0.680943,-0.583854,-2.004478,0.037601,-0.607201,0.143238,3.930066,0.2000,0.0000,0.4799
2.3000,0.581818,-2.565887,-2.307606,-0.739833,-2.356916,2.117751,0.355544,-0.306404,-1.043507,0.014453,-0.367106,0.104062,0.685510,-0.587803,-2.017921,0.037742,-0.612129,0.144466,3.916330,0.2000,0.0000,0.4799
2.3200,0.582394,-2.565828,-2.307452,-0.740606,-2.355504,2.121205,0.362440,-0.312346,-1.063745,0.014733,-0.374226,0.106080,0.689963,-0.591654,-2.031028,0.037878,-0.616950,0.145670,3.902575,0.2000,0.0000,0.4799
2.3400,0.582989,-2.565775,-2.307316,-0.741388,-2.354083,2.124625,0.369379,-0.318327,-1.084113,0.015015,-0.381392,0.108111,0.694299,-0.595406,-2.043796,0.038011,-0.621669,0.146832,3.888813,0.2000,0.0000,0.4799
2.3600,0.583596,-2.565729,-2.307190,-0.742174,-2.352658,2.127999,0.376362,-0.324344,-1.104607,0.015299,-0.388601,0.110155,0.698521,-0.599057,-2.056221,0.038136,-0.626268,0.147989,3.875041,0.2000,0.0000,0.4799
2.3800,0.584212,-2.565689,-2.307074,-0.742961,-2.351230,2.131329,0.383386,-0.330398,-1.125223,0.015585,-0.395854,0.112211,0.702625,-0.602607,-2.068301,0.038257,-0.630746,0.149101,3.861264,0.2000,0.0000,0.4799
2.4000,0.584834,-2.565656,-2.306964,-0.743746,-2.349799,2.134613,0.390451,-0.336486,-1.145958,0.015872,-0.403149,0.114278,0.706610,-0.606054,-2.080031,0.038373,-0.635123,0.150194,3.847484,0.2000,0.0000,0.4799
2.4200,0.585457,-2.565629,-2.306859,-0.744523,-2.348369,2.137836,0.397555,-0.342609,-1.166809,0.016161,-0.410484,0.116358,0.710476,-0.609397,-2.091410,0.038484,-0.639366,0.151236,3.833699,0.2000,0.0000,0.4799
2.4400,0.586081,-2.565607,-2.306758,-0.745292,-2.346940,2.141006,0.404698,-0.348764,-1.187772,0.016451,-0.417859,0.118448,0.714221,-0.612637,-2.102432,0.038590,-0.643504,0.152273,3.819917,0.2000,0.0000,0.4799
2.4600,0.586701,-2.565591,-2.306659,-0.746049,-2.345515,2.144109,0.411877,-0.354951,-1.208843,0.016743,-0.425272,0.120549,0.717844,-0.615771,-2.113096,0.038692,-0.647507,0.153248,3.806136,0.2000,0.0000,0.4799
2.4800,0.587318,-2.565579,-2.306564,-0.746796,-2.344093,2.147155,0.419092,-0.361169,-1.230019,0.017036,-0.432721,0.122661,0.721344,-0.618798,-2.123397,0.038787,-0.651402,0.154221,3.792364,0.2000,0.0000,0.4799
2.5000,0.587929,-2.565571,-2.306469,-0.747528,-2.342679,2.150131,0.426342,-0.367417,-1.251296,0.017331,-0.440207,0.124783,0.724722,-0.621719,-2.133336,0.038879,-0.655159,0.155129,3.778602,0.2000,0.0000,0.4799
2.5200,0.588534,-2.565567,-2.306378,-0.748248,-2.341270,2.153050,0.433625,-0.373693,-1.272671,0.017627,-0.447726,0.126915,0.727974,-0.624533,-2.142906,0.038965,-0.658807,0.156034,3.764859,0.2000,0.0000,0.4799
2.5400,0.589131,-2.565567,-2.306287,-0.748953,-2.339872,2.155899,0.440939,-0.379996,-1.294139,0.017924,-0.455279,0.129055,0.731101,-0.627237,-2.152107,0.039046,-0.662319,0.156885,3.751134,0.2000,0.0000,0.4799
2.5600,0.589722,-2.565568,-2.306199,-0.749647,-2.338479,2.158698,0.448285,-0.386327,-1.315697,0.018223,-0.462863,0.131205,0.734101,-0.629833,-2.160935,0.039122,-0.665710,0.157707,3.737443,0.2000,0.0000,0.4799
2.5800,0.590308,-2.565570,-2.306114,-0.750331,-2.337091,2.161446,0.455660,-0.392682,-1.337342,0.018523,-0.470478,0.133364,0.736973,-0.632319,-2.169388,0.039193,-0.668984,0.158508,3.723787,0.2000,0.0000,0.4799
2.6000,0.590891,-2.565572,-2.306033,-0.751006,-2.335709,2.164140,0.463063,-0.399062,-1.359070,0.018824,-0.478121,0.135530,0.739718,-0.634694,-2.177464,0.039258,-0.672136,0.159259,3.710172,0.2000,0.0000,0.4799
2.6200,0.591461,-2.565575,-2.305949,-0.751682,-2.334352,2.166803,0.470492,-0.405465,-1.380876,0.019126,-0.485793,0.137705,0.742332,-0.636959,-2.185160,0.039318,-0.675169,0.159987,3.696623,0.2000,0.0000,0.4799
2.6400,0.592018,-2.565580,-2.305863,-0.752349,-2.333013,2.169415,0.477948,-0.411890,-1.402757,0.019429,-0.493491,0.139887,0.744819,-0.639111,-2.192475,0.039374,-0.678052,0.160698,3.683132,0.2000,0.0000,0.4799
2.6600,0.592567,-2.565584,-2.305782,-0.752998,-2.331672,2.171967,0.485427,-0.418336,-1.424709,0.019733,-0.501214,0.142076,0.747174,-0.641151,-2.199405,0.039423,-0.680827,0.161392,3.669686,0.2000,0.0000,0.4799
2.6800,0.593110,-2.565588,-2.305708,-0.753631,-2.330327,2.174458,0.492930,-0.424801,-1.446729,0.020038,-0.508960,0.144272,0.749399,-0.643078,-2.205948,0.039466,-0.683480,0.162067,3.656288,0.2000,0.0000,0.4799
2.7000,0.593649,-2.565592,-2.305638,-0.754250,-2.328982,2.176897,0.500454,-0.431286,-1.468812,0.020344,-0.516729,0.146474,0.751492,-0.644891,-2.212105,0.039504,-0.686000,0.162710,3.642952,0.2000,0.0000,0.4799
2.7200,0.594182,-2.565596,-2.305571,-0.754858,-2.327642,2.179289,0.507998,-0.437787,-1.490955,0.020650,-0.524519,0.148682,0.753454,-0.646591,-2.217872,0.039537,-0.688385,0.163317,3.629686,0.2000,0.0000,0.4799
2.7400,0.594710,-2.565599,-2.305505,-0.755454,-2.326308,2.181635,0.515562,-0.444305,-1.513153,0.020958,-0.532328,0.150896,0.755282,-0.648176,-2.223250,0.039565,-0.690638,0.163887,3.616497,0.2000,0.0000,0.4799
2.7600,0.595232,-2.565602,-2.305441,-0.756040,-2.324983,2.183937,0.523143,-0.450839,-1.535403,0.021266,-0.540156,0.153115,0.756978,-0.649646,-2.228237,0.039588,-0.692751,0.164417,3.603391,0.2000,0.0000,0.4799
2.7800,0.595749,-2.565605,-2.305378,-0.756614,-2.323664,2.186195,0.530740,-0.457386,-1.557701,0.021575,-0.548000,0.155339,0.758541,-0.651001,-2.232831,0.039605,-0.694728,0.164909,3.590372,0.2000,0.0000,0.4799
2.8000,0.596260,-2.565607,-2.305316,-0.757178,-2.322354,2.188409,0.538352,-0.463946,-1.580043,0.021884,-0.555860,0.157567,0.759970,-0.652240,-2.237031,0.039618,-0.696568,0.165361,3.577445,0.2000,0.0000,0.4799
2.8200,0.596765,-2.565610,-2.305255,-0.757731,-2.321050,2.190580,0.545978,-0.470518,-1.602424,0.022194,-0.563734,0.159799,0.761264,-0.653363,-2.240836,0.039625,-0.698270,0.165775,3.564615,0.2000,0.0000,0.4799
2.8400,0.597265,-2.565613,-2.305195,-0.758274,-2.319755,2.192709,0.553617,-0.477100,-1.624842,0.022505,-0.571620,0.162034,0.762424,-0.654370,-2.244245,0.039627,-0.699834,0.166150,3.551887,0.2000,0.0000,0.4799
2.8600,0.597759,-2.565615,-2.305136,-0.758806,-2.318468,2.194796,0.561266,-0.483692,-1.647292,0.022816,-0.579518,0.164273,0.763449,-0.655261,-2.247257,0.039623,-0.701259,0.166485,3.539265,0.2000,0.0000,0.4799
2.8800,0.598247,-2.565617,-2.305077,-0.759327,-2.317189,2.196843,0.568924,-0.490292,-1.669769,0.023127,-0.587426,0.166514,0.764339,-0.656035,-2.249871,0.039615,-0.702546,0.166781,3.526755,0.2000,0.0000,0.4799
2.9000,0.598729,-2.565619,-2.305019,-0.759838,-2.315919,2.198849,0.576591,-0.496900,-1.692271,0.023439,-0.595342,0.168758,0.765093,-0.656691,-2.252086,0.039601,-0.703693,0.167038,3.514360,0.2000,0.0000,0.4799
2.9200,0.599206,-2.565621,-2.304962,-0.760339,-2.314658,2.200816,0.584265,-0.503513,-1.714793,0.023751,-0.603265,0.171004,0.765711,-0.657231,-2.253903,0.039582,-0.704701,0.167256,3.502087,0.2000,0.0000,0.4799
2.9400,0.599677,-2.565623,-2.304906,-0.760830,-2.313406,2.202744,0.591944,-0.510130,-1.737331,0.024063,-0.611194,0.173252,0.766194,-0.657653,-2.255320,0.039558,-0.705568,0.167433,3.489939,0.2000,0.0000,0.4799
2.9600,0.600143,-2.565625,-2.304851,-0.761311,-2.312162,2.204631,0.599627,-0.516752,-1.759880,0.024375,-0.619127,0.175501,0.766541,-0.657958,-2.256336,0.039528,-0.706296,0.167572,3.477918,0.2000,0.0000,0.4799
2.9800,0.600603,-2.565627,-2.304796,-0.761782,-2.310929,2.206480,0.607313,-0.523375,-1.782438,0.024688,-0.627063,0.177750,0.766752,-0.658146,-2.256953,0.039494,-0.706883,0.167671,3.466032,0.2000,0.0000,0.4799
3.0000,0.601057,-2.565628,-2.304742,-0.762243,-2.309705,2.208295,0.615000,-0.530000,-1.805000,0.025000,-0.635000,0.180000,0.766826,-0.658216,-2.257170,0.039454,-0.707328,0.167729,3.454285,0.2000,0.0000,0.4799
3.0200,0.601506,-2.565630,-2.304688,-0.762695,-2.308491,2.210073,0.622687,-0.536625,-1.827562,0.025312,-0.642937,0.182250,0.766765,-0.658169,-2.256986,0.039409,-0.707635,0.167749,3.442681,0.2000,0.0000,0.4799
3.0400,0.601950,-2.565631,-2.304635,-0.763138,-2.307287,2.211816,0.630373,-0.543248,-1.850120,0.025625,-0.650873,0.184499,0.766567,-0.658004,-2.256401,0.039358,-0.707800,0.167729,3.431223,0.2000,0.0000,0.4799
3.0600,0.602387,-2.565632,-2.304581,-0.763572,-2.306092,2.213526,0.638056,-0.549870,-1.872669,0.025937,-0.658806,0.186748,0.766233,-0.657721,-2.255417,0.039303,-0.707825,0.167669,3.419915,0.2000,0.0000,0.4799
3.0800,0.602819,-2.565633,-2.304527,-0.763997,-2.304906,2.215204,0.645735,-0.556487,-1.895207,0.026249,-0.666735,0.188996,0.765763,-0.657321,-2.254032,0.039242,-0.707708,0.167570,3.408763,0.2000,0.0000,0.4799
3.1000,0.603246,-2.565634,-2.304471,-0.764413,-2.303729,2.216853,0.653409,-0.563100,-1.917729,0.026561,-0.674658,0.191242,0.765158,-0.656804,-2.252248,0.039176,-0.707451,0.167430,3.397770,0.2000,0.0000,0.4799
3.1200,0.603667,-2.565634,-2.304417,-0.764820,-2.302560,2.218469,0.661076,-0.569708,-1.940231,0.026873,-0.682574,0.193486,0.764416,-0.656170,-2.250065,0.039104,-0.707055,0.167250,3.386937,0.2000,0.0000,0.4799
3.1400,0.604083,-2.565635,-2.304363,-0.765219,-2.301400,2.220053,0.668734,-0.576308,-1.962708,0.027184,-0.690482,0.195727,0.763539,-0.655419,-2.247483,0.039028,-0.706518,0.167032,3.376268,0.2000,0.0000,0.4799
3.1600,0.604494,-2.565635,-2.304309,-0.765610,-2.300248,2.221609,0.676383,-0.582900,-1.985158,0.027495,-0.698380,0.197966,0.762527,-0.654551,-2.244504,0.038946,-0.705841,0.166774,3.365768,0.2000,0.0000,0.4799
3.1800,0.604901,-2.565635,-2.304255,-0.765993,-2.299105,2.223138,0.684022,-0.589482,-2.007576,0.027806,-0.706266,0.200201,0.761379,-0.653566,-2.241127,0.038859,-0.705024,0.166476,3.355440,0.2000,0.0000,0.4799
3.2000,0.605302,-2.565635,-2.304202,-0.766369,-2.297969,2.224637,0.691648,-0.596054,-2.029957,0.028116,-0.714140,0.202433,0.760097,-0.652465,-2.237355,0.038766,-0.704067,0.166139,3.345286,0.2000,0.0000,0.4799
3.2200,0.605699,-2.565634,-2.304149,-0.766737,-2.296841,2.226108,0.699260,-0.602614,-2.052299,0.028425,-0.722000,0.204661,0.758680,-0.651248,-2.233187,0.038669,-0.702972,0.165763,3.335308,0.2000,0.0000,0.4799
3.2400,0.606092,-2.565633,-2.304097,-0.767098,-2.295721,2.227551,0.706857,-0.609161,-2.074597,0.028734,-0.729844,0.206885,0.757129,-0.649916,-2.228625,0.038566,-0.701737,0.165347,3.325510,0.2000,0.0000,0.4799
3.2600,0.606479,-2.565633,-2.304046,-0.767452,-2.294609,2.228969,0.714438,-0.615695,-2.096847,0.029042,-0.737672,0.209104,0.755445,-0.648468,-2.223671,0.038459,-0.700363,0.164892,3.315894,0.2000,0.0000,0.4799
3.2800,0.606863,-2.565632,-2.303994,-0.767799,-2.293506,2.230361,0.722002,-0.622213,-2.119045,0.029350,-0.745481,0.211318,0.753627,-0.646906,-2.218325,0.038346,-0.698851,0.164398,3.306463,0.2000,0.0000,0.4799
3.3000,0.607242,-2.565630,-2.303943,-0.768140,-2.292410,2.231728,0.729546,-0.628714,-2.141188,0.029656,-0.753271,0.213526,0.751677,-0.645228,-2.212590,0.038228,-0.697201,0.163865,3.297220,0.2000,0.0000,0.4799
3.3200,0.607616,-2.565629,-2.303891,-0.768474,-2.291321,2.233072,0.737070,-0.635199,-2.163271,0.029962,-0.761040,0.215728,0.749595,-0.643437,-2.206466,0.038105,-0.695413,0.163294,3.288165,0.2000,0.0000,0.4799
3.3400,0.607986,-2.565628,-2.303840,-0.768801,-2.290240,2.234393,0.744573,-0.641664,-2.185291,0.030267,-0.768786,0.217924,0.747381,-0.641533,-2.199955,0.037977,-0.693489,0.162684,3.279302,0.2000,0.0000,0.4799
3.3600,0.608351,-2.565626,-2.303789,-0.769122,-2.289165,2.235692,0.752052,-0.648110,-2.207243,0.030571,-0.776509,0.220113,0.745035,-0.639515,-2.193059,0.037844,-0.691430,0.162035,3.270632,0.2000,0.0000,0.4799
3.3800,0.608713,-2.565624,-2.303737,-0.769438,-2.288097,2.236969,0.759508,-0.654535,-2.229124,0.030874,-0.784207,0.222295,0.742560,-0.637385,-2.185780,0.037706,-0.689234,0.161348,3.262156,0.2000,0.0000,0.4799
3.4000,0.609070,-2.565622,-2.303686,-0.769747,-2.287035,2.238226,0.766937,-0.660938,-2.250930,0.031176,-0.791879,0.224470,0.739954,-0.635143,-2.178120,0.037562,-0.686904,0.160623,3.253876,0.2000,0.0000,0.4799
3.4200,0.609423,-2.565619,-2.303635,-0.770051,-2.285979,2.239463,0.774340,-0.667318,-2.272658,0.031477,-0.799522,0.226636,0.737220,-0.632789,-2.170081,0.037414,-0.684440,0.159861,3.245794,0.2000,0.0000,0.4799
3.4400,0.609772,-2.565617,-2.303583,-0.770349,-2.284928,2.240681,0.781715,-0.673673,-2.294303,0.031777,-0.807137,0.228795,0.734357,-0.630325,-2.161665,0.037261,-0.681842,0.159060,3.237910,0.2000,0.0000,0.4799
3.4600,0.610118,-2.565614,-2.303532,-0.770642,-2.283882,2.241881,0.789061,-0.680004,-2.315861,0.032076,-0.814721,0.230945,0.731367,-0.627751,-2.152874,0.037103,-0.679112,0.158222,3.230225,0.2000,0.0000,0.4799
3.4800,0.610459,-2.565611,-2.303480,-0.770930,-2.282841,2.243063,0.796375,-0.686307,-2.337329,0.032373,-0.822274,0.233085,0.728250,-0.625068,-2.143712,0.036940,-0.676250,0.157347,3.222740,0.2000,0.0000,0.4799
3.5000,0.610797,-2.565608,-2.303427,-0.771213,-2.281804,2.244229,0.803658,-0.692583,-2.358704,0.032669,-0.829793,0.235217,0.725007,-0.622276,-2.134179,0.036772,-0.673257,0.156435,3.215457,0.2000,0.0000,0.4799
3.5200,0.611131,-2.565604,-2.303375,-0.771491,-2.280771,2.245379,0.810908,-0.698831,-2.379981,0.032964,-0.837279,0.237339,0.721639,-0.619377,-2.124280,0.036600,-0.670134,0.155486,3.208374,0.2000,0.0000,0.4799
3.5400,0.611461,-2.565601,-2.303322,-0.771765,-2.279742,2.246513,0.818123,-0.705049,-2.401157,0.033257,-0.844728,0.239451,0.718147,-0.616370,-2.114016,0.036422,-0.666882,0.154500,3.201493,0.2000,0.0000,0.4799
3.5600,0.611787,-2.565597,-2.303268,-0.772034,-2.278715,2.247633,0.825302,-0.711236,-2.422228,0.033549,-0.852141,0.241552,0.714532,-0.613257,-2.103391,0.036240,-0.663502,0.153479,3.194814,0.2000,0.0000,0.4799
3.5800,0.612110,-2.565593,-2.303215,-0.772299,-2.277691,2.248740,0.832445,-0.717391,-2.443191,0.033839,-0.859516,0.243642,0.710795,-0.610039,-2.092407,0.036053,-0.659995,0.152421,3.188336,0.2000,0.0000,0.4799
3.6000,0.612430,-2.565588,-2.303161,-0.772559,-2.276669,2.249833,0.839549,-0.723514,-2.464042,0.034128,-0.866851,0.245722,0.706936,-0.606717,-2.081068,0.035862,-0.656363,0.151327,3.182059,0.2000,0.0000,0.4799
3.6200,0.612747,-2.565584,-2.303106,-0.772816,-2.275649,2.250914,0.846614,-0.729602,-2.484777,0.034415,-0.874146,0.247789,0.702958,-0.603291,-2.069376,0.035666,-0.652605,0.150198,3.175983,0.2000,0.0000,0.4799
3.6400,0.613060,-2.565579,-2.303051,-0.773069,-2.274630,2.251983,0.853638,-0.735656,-2.505393,0.034701,-0.881399,0.249845,0.698861,-0.599762,-2.057335,0.035465,-0.648723,0.149034,3.170107,0.2000,0.0000,0.4799
3.6600,0.613370,-2.565574,-2.302996,-0.773319,-2.273611,2.253041,0.860621,-0.741673,-2.525887,0.034985,-0.888608,0.251889,0.694646,-0.596133,-2.044948,0.035260,-0.644719,0.147835,3.164431,0.2000,0.0000,0.4799
3.6800,0.613676,-2.565569,-2.302940,-0.773565,-2.272593,2.254089,0.867560,-0.747654,-2.546255,0.035267,-0.895774,0.253920,0.690314,-0.592402,-2.032220,0.035050,-0.640593,0.146602,3.158954,0.2000,0.0000,0.4799
3.7000,0.613980,-2.565563,-2.302884,-0.773808,-2.271574,2.255127,0.874456,-0.753596,-2.566493,0.035547,-0.902894,0.255938,0.685867,-0.588572,-2.019152,0.034836,-0.636347,0.145335,3.153674,0.2000,0.0000,0.4799
3.7200,0.614281,-2.565558,-2.302827,-0.774048,-2.270554,2.256156,0.881306,-0.759500,-2.586599,0.035825,-0.909967,0.257943,0.681306,-0.584644,-2.005750,0.034617,-0.631980,0.144034,3.148590,0.2000,0.0000,0.4799
3.7400,0.614579,-2.565552,-2.302770,-0.774285,-2.269534,2.257176,0.888110,-0.765363,-2.606568,0.036102,-0.916992,0.259935,0.676632,-0.580618,-1.992016,0.034394,-0.627491,0.142698,3.143701,0.2000,0.0000,0.4799
3.7600,0.614874,-2.565545,-2.302712,-0.774519,-2.268512,2.258188,0.894867,-0.771186,-2.626398,0.036377,-0.923968,0.261912,0.671846,-0.576496,-1.977955,0.034167,-0.622887,0.141331,3.139006,0.2000,0.0000,0.4799
3.7800,0.615166,-2.565539,-2.302653,-0.774750,-2.267489,2.259192,0.901575,-0.776967,-2.646086,0.036649,-0.930894,0.263876,0.666951,-0.572279,-1.963571,0.033936,-0.618168,0.139930,3.134503,0.2000,0.0000,0.4799
3.8000,0.615456,-2.565533,-2.302594,-0.774979,-2.266462,2.260191,0.908233,-0.782705,-2.665628,0.036920,-0.937769,0.265824,0.661946,-0.567969,-1.948868,0.033700,-0.613336,0.138497,3.130190,0.2000,0.0000,0.4799
3.8200,0.615743,-2.565526,-2.302534,-0.775206,-2.265432,2.261183,0.914841,-0.788399,-2.685020,0.037189,-0.944592,0.267758,0.656834,-0.563566,-1.933849,0.033460,-0.608392,0.137032,3.126064,0.2000,0.0000,0.4799
3.8400,0.616028,-2.565519,-2.302474,-0.775431,-2.264397,2.262170,0.921396,-0.794049,-2.704261,0.037455,-0.951360,0.269677,0.651617,-0.559071,-1.918520,0.033217,-0.603338,0.135536,3.122125,0.2000,0.0000,0.4799
3.8600,0.616310,-2.565511,-2.302413,-0.775653,-2.263358,2.263152,0.927899,-0.799653,-2.723346,0.037719,-0.958075,0.271580,0.646295,-0.554487,-1.902885,0.032969,-0.598174,0.134009,3.118370,0.2000,0.0000,0.4799
3.8800,0.616590,-2.565504,-2.302351,-0.775874,-2.262314,2.264131,0.934348,-0.805210,-2.742273,0.037982,-0.964733,0.273468,0.640870,-0.549814,-1.886948,0.032717,-0.592904,0.132451,3.114796,0.2000,0.0000,0.4799
3.9000,0.616867,-2.565496,-2.302288,-0.776094,-2.261265,2.265105,0.940742,-0.810720,-2.761039,0.038242,-0.971335,0.275339,0.635344,-0.545054,-1.870714,0.032461,-0.587528,0.130864,3.111401,0.2000,0.0000,0.4799
3.9200,0.617142,-2.565488,-2.302225,-0.776312,-2.260209,2.266077,0.947080,-0.816182,-2.779640,0.038499,-0.977879,0.277194,0.629718,-0.540207,-1.854188,0.032202,-0.582048,0.129246,3.108182,0.2000,0.0000,0.4799
3.9400,0.617415,-2.565480,-2.302161,-0.776528,-2.259146,2.267046,0.953360,-0.821595,-2.798074,0.038754,-0.984364,0.279032,0.623994,-0.535277,-1.837374,0.031938,-0.576465,0.127600,3.105137,0.2000,0.0000,0.4799
3.9600,0.617686,-2.565471,-2.302096,-0.776743,-2.258076,2.268014,0.959583,-0.826958,-2.816338,0.039007,-0.990789,0.280854,0.618174,-0.530263,-1.820278,0.031671,-0.570783,0.125924,3.102263,0.2000,0.0000,0.4799
3.9800,0.617955,-2.565463,-2.302031,-0.776957,-2.256998,2.268980,0.965748,-0.832270,-2.834430,0.039258,-0.997154,0.282658,0.612259,-0.525168,-1.802904,0.031401,-0.565001,0.124221,3.099557,0.2000,0.0000,0.4799
4.0000,0.618222,-2.565454,-2.301964,-0.777171,-2.255911,2.269945,0.971852,-0.837531,-2.852346,0.039506,-1.003457,0.284444,0.606252,-0.519993,-1.785258,0.031126,-0.559123,0.122490,3.097015,0.2000,0.0000,0.4799
4.0200,0.618488,-2.565444,-2.301897,-0.777383,-2.254815,2.270910,0.977895,-0.842739,-2.870083,0.039752,-1.009697,0.286213,0.600153,-0.514740,-1.767345,0.030849,-0.553149,0.120731,3.094636,0.2000,0.0000,0.4799
4.0400,0.618751,-2.565435,-2.301829,-0.777595,-2.253709,2.271876,0.983877,-0.847894,-2.887640,0.039995,-1.015873,0.287964,0.593965,-0.509409,-1.749171,0.030568,-0.547083,0.118947,3.092416,0.2000,0.0000,0.4799
4.0600,0.619012,-2.565426,-2.301758,-0.777806,-2.252592,2.272847,0.989797,-0.852996,-2.905013,0.040236,-1.021985,0.289697,0.587690,-0.504004,-1.730741,0.030283,-0.540925,0.117134,3.090354,0.2000,0.0000,0.4799
4.0800,0.619272,-2.565416,-2.301687,-0.778018,-2.251462,2.273818,0.995653,-0.858042,-2.922200,0.040474,-1.028032,0.291411,0.581330,-0.498525,-1.712060,0.029995,-0.534679,0.115298,3.088442,0.2000,0.0000,0.4799
4.1000,0.619530,-2.565406,-2.301616,-0.778228,-2.250320,2.274790,1.001444,-0.863033,-2.939199,0.040709,-1.034012,0.293106,0.574886,-0.492973,-1.693134,0.029704,-0.528347,0.113436,3.086677,0.2000,0.0000,0.4799
4.1200,0.619787,-2.565395,-2.301545,-0.778439,-2.249165,2.275762,1.007171,-0.867969,-2.956006,0.040942,-1.039925,0.294782,0.568360,-0.487352,-1.673970,0.029410,-0.521927,0.111550,3.085057,0.2000,0.0000,0.4799
4.1400,0.620043,-2.565385,-2.301472,-0.778650,-2.247996,2.276738,1.012832,-0.872847,-2.972621,0.041172,-1.045770,0.296439,0.561756,-0.481662,-1.654573,0.029113,-0.515423,0.109641,3.083577,0.2000,0.0000,0.4799
4.1600,0.620297,-2.565374,-2.301399,-0.778860,-2.246814,2.277716,1.018426,-0.877668,-2.989040,0.041399,-1.051546,0.298076,0.555073,-0.475906,-1.634948,0.028813,-0.508837,0.107708,3.082236,0.2000,0.0000,0.4799
4.1800,0.620549,-2.565363,-2.301325,-0.779071,-2.245618,2.278698,1.023953,-0.882431,-3.005260,0.041624,-1.057252,0.299694,0.548316,-0.470084,-1.615103,0.028510,-0.502173,0.105753,3.081028,0.2000,0.0000,0.4799
4.2000,0.620800,-2.565352,-2.301249,-0.779282,-2.244406,2.279684,1.029412,-0.887135,-3.021281,0.041846,-1.062888,0.301291,0.541485,-0.464199,-1.595044,0.028204,-0.495433,0.103775,3.079950,0.2000,0.0000,0.4799
4.2200,0.621050,-2.565340,-2.301173,-0.779494,-2.243179,2.280674,1.034801,-0.891780,-3.037100,0.042065,-1.068453,0.302869,0.534583,-0.458254,-1.574776,0.027896,-0.488618,0.101776,3.078999,0.2000,0.0000,0.4799
4.2400,0.621299,-2.565329,-2.301095,-0.779706,-2.241935,2.281669,1.040122,-0.896365,-3.052714,0.042281,-1.073947,0.304426,0.527612,-0.452248,-1.554306,0.027584,-0.481731,0.099757,3.078171,0.2000,0.0000,0.4799
4.2600,0.621546,-2.565317,-2.301016,-0.779918,-2.240674,2.282669,1.045371,-0.900889,-3.068123,0.042495,-1.079367,0.305962,0.520575,-0.446186,-1.533642,0.027271,-0.474775,0.097717,3.077461,0.2000,0.0000,0.4799
4.2800,0.621792,-2.565305,-2.300936,-0.780131,-2.239394,2.283674,1.050550,-0.905352,-3.083323,0.042705,-1.084715,0.307478,0.513474,-0.440068,-1.512788,0.026955,-0.467752,0.095657,3.076865,0.2000,0.0000,0.4799
