t_sim,q1,q2,q3,q4,q5,q6,q1_ref,q2_ref,q3_ref,q4_ref,q5_ref,q6_ref,tau1,tau2,tau3,tau4,tau5,tau6,tracking_error,box_x,box_y,box_z
9.3200,0.110574,-2.303082,-0.060952,1.521101,-2.397648,0.262483,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.018559,0.000054,-0.083788,-0.002707,-0.001716,0.075911,4.340432,0.2000,0.0000,0.4799
9.3400,0.113635,-2.299942,-0.070525,1.411766,-2.344696,0.274013,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.018529,0.000100,-0.070318,-0.003112,-0.001154,0.068743,4.281166,0.2000,0.0000,0.4799
9.3600,0.115262,-2.291787,-0.074615,1.294330,-2.292233,0.279119,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.015923,0.000198,-0.051580,-0.002906,0.000194,0.050761,4.225961,0.2000,0.0000,0.4799
9.3800,0.115824,-2.284340,-0.075571,1.176515,-2.231524,0.283197,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.014522,0.000282,-0.041735,-0.002915,0.000791,0.044919,4.175171,0.2000,0.0000,0.4799
9.4000,0.115594,-2.279610,-0.074933,1.060765,-2.160707,0.287256,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.012903,0.000387,-0.033418,-0.002872,0.001230,0.038352,4.128722,0.2000,0.0000,0.4799
9.4200,0.114695,-2.276429,-0.073322,0.945323,-2.081223,0.290983,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.011396,0.000514,-0.026889,-0.002867,0.001406,0.032050,4.086092,0.2000,0.0000,0.4799
9.4400,0.113106,-2.274418,-0.070858,0.829553,-1.993223,0.293881,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.010243,0.000619,-0.022290,-0.002877,0.001556,0.027855,4.047582,0.2000,0.0000,0.4799
9.4600,0.110791,-2.273053,-0.067627,0.712449,-1.897052,0.295609,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009410,0.000682,-0.019120,-0.002860,0.001799,0.025816,4.013566,0.2000,0.0000,0.4799
9.4800,0.110290,-2.272149,-0.067990,0.654900,-1.813345,0.255433,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009764,0.000735,-0.019696,-0.003098,0.001795,0.033336,3.992612,0.2000,0.0000,0.4799
9.5000,0.116219,-2.272974,-0.079797,0.667502,-1.763841,0.215093,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009735,0.000747,-0.019706,-0.003176,0.002130,0.033729,3.977478,0.2000,0.0000,0.4799
9.5200,0.122021,-2.274597,-0.091248,0.684815,-1.722563,0.198293,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009501,0.000747,-0.019169,-0.003196,0.002245,0.031208,3.964648,0.2000,0.0000,0.4799
9.5400,0.125495,-2.276039,-0.098205,0.696436,-1.685340,0.190285,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009484,0.000747,-0.019159,-0.003248,0.002292,0.031034,3.956081,0.2000,0.0000,0.4799
9.5600,0.127173,-2.277063,-0.101631,0.703105,-1.653146,0.185576,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009506,0.000749,-0.019230,-0.003283,0.002304,0.031349,3.950936,0.2000,0.0000,0.4799
9.5800,0.128044,-2.276994,-0.103765,0.702627,-1.625135,0.185155,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009270,0.000751,-0.018605,-0.003239,0.002242,0.029223,3.946096,0.2000,0.0000,0.4799
9.6000,0.128568,-2.277122,-0.105040,0.703781,-1.604480,0.182339,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009837,0.000759,-0.020076,-0.003432,0.002426,0.035380,3.943367,0.2000,0.0000,0.4799
9.6200,0.129051,-2.277038,-0.106309,0.703425,-1.588121,0.181357,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009422,0.000757,-0.018997,-0.003317,0.002301,0.031256,3.940711,0.2000,0.0000,0.4799
9.6400,0.129463,-2.276999,-0.107406,0.703330,-1.575949,0.180542,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009284,0.000758,-0.018637,-0.003288,0.002265,0.029949,3.938665,0.2000,0.0000,0.4799
9.6600,0.129875,-2.276953,-0.108489,0.703246,-1.567107,0.179585,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.010048,0.000766,-0.020610,-0.003540,0.002501,0.038060,3.936925,0.2000,0.0000,0.4799
9.6800,0.130467,-2.276771,-0.109970,0.702576,-1.560634,0.179647,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009284,0.000760,-0.018634,-0.003320,0.002293,0.030195,3.934789,0.2000,0.0000,0.4799
9.7000,0.130843,-2.276778,-0.110956,0.702645,-1.556429,0.178699,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009329,0.000761,-0.018749,-0.003344,0.002319,0.030723,3.933556,0.2000,0.0000,0.4799
9.7200,0.131136,-2.276788,-0.111770,0.702623,-1.553715,0.177794,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009355,0.000761,-0.018817,-0.003360,0.002340,0.031045,3.932594,0.2000,0.0000,0.4799
9.7400,0.131391,-2.276830,-0.112502,0.702808,-1.552326,0.176954,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009350,0.000761,-0.018804,-0.003365,0.002349,0.031007,3.931855,0.2000,0.0000,0.4799
9.7600,0.131633,-2.276824,-0.113216,0.702640,-1.551668,0.176312,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009388,0.000761,-0.018903,-0.003384,0.002376,0.031441,3.931104,0.2000,0.0000,0.4799
9.7800,0.131865,-2.276861,-0.113899,0.702774,-1.551860,0.175659,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009389,0.000761,-0.018906,-0.003391,0.002388,0.031456,3.930511,0.2000,0.0000,0.4799
9.8000,0.132282,-2.276813,-0.114971,0.702857,-1.552662,0.175429,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009775,0.000764,-0.019907,-0.003529,0.002566,0.035535,3.929508,0.2000,0.0000,0.4799
9.8200,0.132676,-2.276776,-0.115983,0.702613,-1.553405,0.175264,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009263,0.000760,-0.018581,-0.003374,0.002377,0.030156,3.928507,0.2000,0.0000,0.4799
9.8400,0.132923,-2.276806,-0.116693,0.702584,-1.554371,0.174811,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009306,0.000760,-0.018691,-0.003394,0.002402,0.030607,3.927902,0.2000,0.0000,0.4799
9.8600,0.133226,-2.276803,-0.117500,0.702534,-1.555538,0.174447,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009286,0.000760,-0.018642,-0.003396,0.002412,0.030410,3.927192,0.2000,0.0000,0.4799
9.8800,0.133574,-2.276773,-0.118414,0.702440,-1.556784,0.174194,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009290,0.000759,-0.018651,-0.003407,0.002434,0.030457,3.926360,0.2000,0.0000,0.4799
9.9000,0.133897,-2.276763,-0.119281,0.702336,-1.557936,0.173747,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009348,0.000759,-0.018801,-0.003434,0.002464,0.031079,3.925584,0.2000,0.0000,0.4799
9.9200,0.134102,-2.276809,-0.119898,0.702362,-1.559042,0.173172,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009352,0.000759,-0.018811,-0.003441,0.002476,0.031111,3.925106,0.2000,0.0000,0.4799
9.9400,0.134257,-2.276863,-0.120415,0.702424,-1.560117,0.172737,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009351,0.000759,-0.018810,-0.003445,0.002485,0.031095,3.924730,0.2000,0.0000,0.4799
9.9600,0.134389,-2.276911,-0.120894,0.702470,-1.561147,0.172397,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009355,0.000758,-0.018821,-0.003451,0.002496,0.031125,3.924382,0.2000,0.0000,0.4799
9.9800,0.134512,-2.276950,-0.121359,0.702477,-1.562086,0.172150,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009368,0.000758,-0.018852,-0.003459,0.002509,0.031244,3.924030,0.2000,0.0000,0.4799
10.0000,0.134828,-2.276898,-0.122234,0.702403,-1.563113,0.172242,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.009479,0.000759,-0.019139,-0.003504,0.002557,0.032403,3.923207,0.2000,0.0000,0.4799
10.0200,0.135120,-2.276907,-0.123028,0.702414,-1.563900,0.172068,1.230000,-1.060000,-3.609999,0.050000,-1.270000,0.360000,0.009642,0.000877,-0.019515,-0.003618,0.002844,0.035518,3.922490,0.2000,0.0000,0.4799
10.0400,0.135317,-2.276946,-0.123634,0.702416,-1.564538,0.171961,1.229996,-1.059997,-3.609989,0.050000,-1.269996,0.359999,0.009241,0.001224,-0.018339,-0.003642,0.003271,0.035419,3.921954,0.2000,0.0000,0.4799
10.0600,0.135469,-2.276976,-0.124159,0.702337,-1.565010,0.172168,1.229988,-1.059990,-3.609964,0.050000,-1.269987,0.359996,0.008060,0.001794,-0.015048,-0.003504,0.003758,0.029777,3.921445,0.2000,0.0000,0.4799
10.0800,0.135533,-2.277019,-0.124517,0.702349,-1.565409,0.172122,1.229971,-1.059975,-3.609916,0.049999,-1.269970,0.359992,0.007183,0.002588,-0.012460,-0.003559,0.004731,0.029974,3.921114,0.2000,0.0000,0.4799
10.1000,0.135548,-2.277058,-0.124782,0.702353,-1.565691,0.171913,1.229944,-1.059952,-3.609837,0.049998,-1.269943,0.359984,0.006037,0.003598,-0.009086,-0.003617,0.005956,0.029898,3.920850,0.2000,0.0000,0.4799
10.1200,0.135721,-2.276990,-0.125393,0.702157,-1.565950,0.172014,1.229905,-1.059918,-3.609720,0.049996,-1.269901,0.359972,0.004647,0.004820,-0.004997,-0.003692,0.007446,0.029806,3.920117,0.2000,0.0000,0.4799
10.1400,0.135755,-2.277034,-0.125700,0.702305,-1.566001,0.171521,1.229849,-1.059870,-3.609557,0.049994,-1.269844,0.359956,0.003016,0.006250,-0.000200,-0.003770,0.009172,0.029607,3.919760,0.2000,0.0000,0.4799
10.1600,0.135668,-2.277089,-0.125764,0.702406,-1.565818,0.170993,1.229776,-1.059807,-3.609343,0.049991,-1.269769,0.359934,0.001567,0.007886,0.004208,-0.003993,0.011308,0.033721,3.919586,0.2000,0.0000,0.4799
10.1800,0.135729,-2.277032,-0.126164,0.702277,-1.565475,0.171318,1.229683,-1.059727,-3.609069,0.049987,-1.269672,0.359907,-0.001122,0.009714,0.011905,-0.003900,0.013288,0.027181,3.918895,0.2000,0.0000,0.4799
10.2000,0.135821,-2.276956,-0.126619,0.702159,-1.564937,0.171234,1.229567,-1.059627,-3.608729,0.049982,-1.269553,0.359873,-0.003376,0.011740,0.018550,-0.004031,0.015755,0.027542,3.918090,0.2000,0.0000,0.4799
10.2200,0.135561,-2.277012,-0.126352,0.702251,-1.564017,0.170342,1.229427,-1.059506,-3.608317,0.049977,-1.269408,0.359832,-0.005904,0.013955,0.025986,-0.004143,0.018418,0.027221,3.918049,0.2000,0.0000,0.4799
10.2400,0.135126,-2.277073,-0.125736,0.702310,-1.562883,0.169470,1.229259,-1.059362,-3.607826,0.049970,-1.269235,0.359783,-0.008653,0.016355,0.034066,-0.004259,0.021298,0.026781,3.918276,0.2000,0.0000,0.4799
10.2600,0.134552,-2.277143,-0.124858,0.702462,-1.561847,0.168771,1.229063,-1.059193,-3.607250,0.049962,-1.269033,0.359726,-0.011745,0.018937,0.043109,-0.004338,0.024333,0.024854,3.918721,0.2000,0.0000,0.4799
10.2800,0.133858,-2.277182,-0.123760,0.702440,-1.561208,0.168143,1.228836,-1.058997,-3.606583,0.049953,-1.268798,0.359659,-0.015002,0.021694,0.052649,-0.004436,0.027596,0.023307,3.919302,0.2000,0.0000,0.4799
10.3000,0.133045,-2.277218,-0.122437,0.702470,-1.560318,0.167281,1.228576,-1.058772,-3.605819,0.049942,-1.268529,0.359583,-0.018331,0.024625,0.062442,-0.004580,0.031116,0.023064,3.920033,0.2000,0.0000,0.4799
10.3200,0.132194,-2.277224,-0.121070,0.702692,-1.559189,0.166489,1.228280,-1.058518,-3.604952,0.049930,-1.268224,0.359497,-0.021896,0.027723,0.072915,-0.004719,0.034828,0.022319,3.920726,0.2000,0.0000,0.4799
10.3400,0.131275,-2.277226,-0.119573,0.702875,-1.557523,0.165428,1.227948,-1.058231,-3.603977,0.049917,-1.267881,0.359399,-0.025571,0.030986,0.083737,-0.004888,0.038747,0.022378,3.921425,0.2000,0.0000,0.4799
10.3600,0.130122,-2.277293,-0.117596,0.703203,-1.555453,0.163988,1.227577,-1.057912,-3.602887,0.049901,-1.267498,0.359291,-0.028965,0.034411,0.093899,-0.005203,0.043033,0.027234,3.922552,0.2000,0.0000,0.4799
10.3800,0.128879,-2.277306,-0.115449,0.703224,-1.552884,0.163160,1.227165,-1.057557,-3.601678,0.049885,-1.267072,0.359170,-0.033206,0.037989,0.106314,-0.005318,0.047257,0.025073,3.923618,0.2000,0.0000,0.4799
10.4000,0.127487,-2.277304,-0.113007,0.703206,-1.550031,0.162377,1.226710,-1.057165,-3.600345,0.049866,-1.266603,0.359037,-0.038054,0.041715,0.120358,-0.005303,0.051475,0.018367,3.924846,0.2000,0.0000,0.4799
10.4200,0.125845,-2.277341,-0.110087,0.703505,-1.547113,0.160948,1.226212,-1.056735,-3.598881,0.049846,-1.266088,0.358891,-0.042439,0.045592,0.133264,-0.005483,0.056113,0.018231,3.926551,0.2000,0.0000,0.4799
10.4400,0.124022,-2.277386,-0.106802,0.703886,-1.544054,0.159117,1.225667,-1.056266,-3.597283,0.049824,-1.265526,0.358732,-0.046458,0.049616,0.145282,-0.005821,0.061110,0.023589,3.928541,0.2000,0.0000,0.4799
10.4600,0.122171,-2.277314,-0.103444,0.703629,-1.540385,0.158057,1.225075,-1.055756,-3.595546,0.049800,-1.264915,0.358559,-0.051994,0.053771,0.161281,-0.005767,0.065774,0.014769,3.930261,0.2000,0.0000,0.4799
10.4800,0.120020,-2.277312,-0.099511,0.703881,-1.536828,0.156191,1.224434,-1.055203,-3.593664,0.049774,-1.264253,0.358371,-0.056836,0.058066,0.175538,-0.005959,0.070906,0.014781,3.932609,0.2000,0.0000,0.4799
10.5000,0.117624,-2.277349,-0.095097,0.704423,-1.533224,0.153864,1.223742,-1.054607,-3.591633,0.049746,-1.263539,0.358168,-0.061319,0.062496,0.188920,-0.006293,0.076365,0.020053,3.935407,0.2000,0.0000,0.4799
10.5200,0.115281,-2.277193,-0.090747,0.704173,-1.529099,0.152334,1.222998,-1.053966,-3.589449,0.049715,-1.262770,0.357951,-0.067295,0.067044,0.206213,-0.006261,0.081508,0.011301,3.937736,0.2000,0.0000,0.4799
10.5400,0.112636,-2.277115,-0.085815,0.704392,-1.524983,0.149974,1.222200,-1.053278,-3.587108,0.049683,-1.261947,0.357717,-0.072545,0.071722,0.221678,-0.006464,0.087083,0.011564,3.940679,0.2000,0.0000,0.4799
10.5600,0.109688,-2.277087,-0.080261,0.704653,-1.520544,0.147221,1.221347,-1.052543,-3.584605,0.049648,-1.261066,0.357468,-0.078115,0.076518,0.238019,-0.006616,0.092729,0.009872,3.944146,0.2000,0.0000,0.4799
10.5800,0.106695,-2.276870,-0.074571,0.704347,-1.515832,0.144635,1.220438,-1.051760,-3.581936,0.049611,-1.260127,0.357201,-0.083758,0.081430,0.254595,-0.006788,0.098538,0.008842,3.947427,0.2000,0.0000,0.4799
10.6000,0.103340,-2.276773,-0.068129,0.704179,-1.510729,0.141524,1.219471,-1.050926,-3.579098,0.049572,-1.259129,0.356918,-0.089551,0.086455,0.271605,-0.006949,0.104454,0.007544,3.951400,0.2000,0.0000,0.4799
10.6200,0.099527,-2.276793,-0.060822,0.704699,-1.505861,0.137957,1.218445,-1.050042,-3.576087,0.049530,-1.258069,0.356618,-0.095502,0.091587,0.289066,-0.007093,0.110468,0.005816,3.956317,0.2000,0.0000,0.4799
10.6400,0.095456,-2.276765,-0.052971,0.704993,-1.500709,0.134327,1.217359,-1.049106,-3.572899,0.049486,-1.256948,0.356300,-0.101547,0.096824,0.306813,-0.007241,0.116606,0.004358,3.961576,0.2000,0.0000,0.4799
10.6600,0.091074,-2.276733,-0.044497,0.705346,-1.495496,0.130440,1.216211,-1.048117,-3.569530,0.049439,-1.255763,0.355964,-0.107639,0.102161,0.324718,-0.007401,0.122892,0.003602,3.967347,0.2000,0.0000,0.4799
10.6800,0.086498,-2.276623,-0.035568,0.705289,-1.489818,0.126622,1.215001,-1.047074,-3.565978,0.049390,-1.254513,0.355610,-0.113836,0.107596,0.342940,-0.007558,0.129284,0.002907,3.973300,0.2000,0.0000,0.4799
10.7000,0.081486,-2.276578,-0.025820,0.705623,-1.484246,0.122411,1.213727,-1.045976,-3.562238,0.049338,-1.253197,0.355237,-0.119727,0.113130,0.360404,-0.007780,0.135884,0.006484,3.980063,0.2000,0.0000,0.4799
10.7200,0.076359,-2.276433,-0.015735,0.705359,-1.478117,0.118481,1.212388,-1.044822,-3.558309,0.049284,-1.251815,0.354845,-0.126721,0.118743,0.380757,-0.007820,0.142280,-0.000300,3.986825,0.2000,0.0000,0.4799
10.7400,0.070765,-2.276320,-0.004765,0.705282,-1.472015,0.114009,1.210983,-1.043611,-3.554186,0.049227,-1.250365,0.354434,-0.133233,0.124447,0.399900,-0.007955,0.148947,-0.001082,3.994421,0.2000,0.0000,0.4799
10.7600,0.064836,-2.276186,0.006899,0.705056,-1.465667,0.109238,1.209512,-1.042343,-3.549867,0.049167,-1.248845,0.354003,-0.139875,0.130234,0.419411,-0.008076,0.155691,-0.002216,4.002543,0.2000,0.0000,0.4799
10.7800,0.058456,-2.276074,0.019410,0.704939,-1.459277,0.104180,1.207972,-1.041017,-3.545350,0.049105,-1.247256,0.353553,-0.146617,0.136100,0.439212,-0.008184,0.162505,-0.003453,4.011424,0.2000,0.0000,0.4799
10.8000,0.051717,-2.275936,0.032630,0.704611,-1.452635,0.098936,1.206365,-1.039631,-3.540631,0.049039,-1.245596,0.353082,-0.153456,0.142042,0.459295,-0.008284,0.169391,-0.004777,4.020831,0.2000,0.0000,0.4799
10.8200,0.044459,-2.275799,0.046780,0.704273,-1.445882,0.093450,1.204687,-1.038186,-3.535708,0.048971,-1.243864,0.352591,-0.160391,0.148056,0.479656,-0.008370,0.176336,-0.006236,4.031057,0.2000,0.0000,0.4799
10.8400,0.036545,-2.275654,0.062037,0.703927,-1.439101,0.087675,1.202940,-1.036680,-3.530579,0.048900,-1.242060,0.352080,-0.167046,0.154143,0.499317,-0.008459,0.183406,-0.003908,4.042304,0.2000,0.0000,0.4799
10.8600,0.028166,-2.275439,0.078119,0.703102,-1.431939,0.081874,1.201121,-1.035112,-3.525241,0.048826,-1.240182,0.351548,-0.174485,0.160288,0.521036,-0.008506,0.190422,-0.008976,4.054135,0.2000,0.0000,0.4799
10.8800,0.019211,-2.275158,0.095199,0.701760,-1.424352,0.075774,1.199230,-1.033483,-3.519693,0.048749,-1.238230,0.350994,-0.181659,0.166498,0.542095,-0.008556,0.197539,-0.010448,4.066750,0.2000,0.0000,0.4799
10.9000,0.009331,-2.274820,0.113782,0.700182,-1.416726,0.069114,1.197267,-1.031791,-3.513931,0.048669,-1.236203,0.350420,-0.188902,0.172768,0.563355,-0.008586,0.204697,-0.011885,4.080785,0.2000,0.0000,0.4799
10.9200,-0.001046,-2.274348,0.133211,0.697730,-1.408550,0.062285,1.195231,-1.030037,-3.507955,0.048587,-1.234100,0.349824,-0.196248,0.179092,0.584908,-0.008608,0.211903,-0.013644,4.095361,0.2000,0.0000,0.4799
10.9400,-0.011773,-2.273694,0.153218,0.694342,-1.399998,0.055272,1.193121,-1.028218,-3.501762,0.048501,-1.231922,0.349206,-0.203677,0.185468,0.606697,-0.008630,0.219162,-0.015537,4.110185,0.2000,0.0000,0.4799
10.9600,-0.022787,-2.272840,0.173673,0.690057,-1.391223,0.047998,1.190937,-1.026336,-3.495351,0.048412,-1.229666,0.348567,-0.211183,0.191893,0.628706,-0.008652,0.226473,-0.017541,4.125140,0.2000,0.0000,0.4799
10.9800,-0.034046,-2.271773,0.194480,0.684895,-1.382282,0.040424,1.188677,-1.024389,-3.488720,0.048320,-1.227334,0.347906,-0.218762,0.198363,0.650923,-0.008679,0.233837,-0.019659,4.140140,0.2000,0.0000,0.4799
11.0000,-0.045516,-2.270482,0.215560,0.678848,-1.373173,0.032534,1.186343,-1.022377,-3.481867,0.048225,-1.224923,0.347222,-0.226411,0.204875,0.673335,-0.008713,0.241250,-0.021892,4.155106,0.2000,0.0000,0.4799
11.0200,-0.057166,-2.268957,0.236838,0.671893,-1.363870,0.024318,1.183932,-1.020299,-3.474792,0.048127,-1.222434,0.346517,-0.234125,0.211425,0.695932,-0.008757,0.248714,-0.024236,4.169960,0.2000,0.0000,0.4799
11.0400,-0.068967,-2.267182,0.258239,0.664007,-1.354340,0.015777,1.181445,-1.018156,-3.467492,0.048026,-1.219866,0.345789,-0.241901,0.218011,0.718698,-0.008812,0.256226,-0.026690,4.184626,0.2000,0.0000,0.4799
11.0600,-0.080886,-2.265146,0.279687,0.655166,-1.344548,0.006913,1.178881,-1.015946,-3.459968,0.047922,-1.217219,0.345038,-0.249733,0.224629,0.741621,-0.008883,0.263786,-0.029246,4.199026,0.2000,0.0000,0.4799
11.0800,-0.092888,-2.262836,0.301101,0.645354,-1.334462,-0.002265,1.176240,-1.013670,-3.452216,0.047815,-1.214492,0.344265,-0.257617,0.231277,0.764687,-0.008970,0.271392,-0.031904,4.213078,0.2000,0.0000,0.4799
11.1000,-0.104937,-2.260236,0.322399,0.634551,-1.324050,-0.011747,1.173522,-1.011328,-3.444238,0.047704,-1.211685,0.343470,-0.265547,0.237950,0.787880,-0.009075,0.279043,-0.034648,4.226699,0.2000,0.0000,0.4799
11.1200,-0.116990,-2.257336,0.343496,0.622758,-1.313291,-0.021520,1.170725,-1.008918,-3.436031,0.047590,-1.208798,0.342651,-0.273518,0.244647,0.811182,-0.009199,0.286737,-0.037465,4.239805,0.2000,0.0000,0.4799
11.1400,-0.129001,-2.254128,0.364298,0.609988,-1.302170,-0.031565,1.167851,-1.006441,-3.427596,0.047474,-1.205830,0.341810,-0.281524,0.251364,0.834578,-0.009344,0.294471,-0.040346,4.252308,0.2000,0.0000,0.4799
11.1600,-0.140916,-2.250606,0.384709,0.596271,-1.290676,-0.041861,1.164899,-1.003896,-3.418930,0.047354,-1.202782,0.340946,-0.289559,0.258097,0.858051,-0.009509,0.302245,-0.043278,4.264116,0.2000,0.0000,0.4799
11.1800,-0.152680,-2.246770,0.404632,0.581650,-1.278802,-0.052386,1.161868,-1.001284,-3.410035,0.047230,-1.199652,0.340059,-0.297617,0.264845,0.881585,-0.009695,0.310053,-0.046246,4.275142,0.2000,0.0000,0.4799
11.2000,-0.164254,-2.242638,0.424012,0.566216,-1.266553,-0.063161,1.158758,-0.998605,-3.400909,0.047104,-1.196442,0.339149,-0.305687,0.271605,0.905148,-0.009897,0.317888,-0.049165,4.285352,0.2000,0.0000,0.4799
11.2200,-0.175597,-2.238239,0.442792,0.550085,-1.253939,-0.074166,1.155570,-0.995857,-3.391552,0.046974,-1.193150,0.338216,-0.313768,0.278373,0.928735,-0.010116,0.325748,-0.052076,4.294716,0.2000,0.0000,0.4799
11.2400,-0.186656,-2.233598,0.460902,0.533365,-1.240970,-0.085356,1.152303,-0.993042,-3.381963,0.046842,-1.189777,0.337259,-0.321854,0.285147,0.952334,-0.010350,0.333631,-0.054981,4.303177,0.2000,0.0000,0.4799
11.2600,-0.197379,-2.228741,0.478273,0.516168,-1.227666,-0.096696,1.148957,-0.990158,-3.372143,0.046706,-1.186322,0.336280,-0.329940,0.291924,0.975932,-0.010599,0.341531,-0.057871,4.310683,0.2000,0.0000,0.4799
11.2800,-0.207719,-2.223696,0.494849,0.498614,-1.214053,-0.108166,1.145533,-0.987207,-3.362092,0.046566,-1.182786,0.335278,-0.338022,0.298702,0.999514,-0.010859,0.349445,-0.060737,4.317193,0.2000,0.0000,0.4799
11.3000,-0.217634,-2.218498,0.510586,0.480830,-1.200161,-0.119749,1.142029,-0.984188,-3.351809,0.046424,-1.179168,0.334252,-0.346096,0.305477,1.023069,-0.011130,0.357367,-0.063573,4.322680,0.2000,0.0000,0.4799
11.3200,-0.227091,-2.213182,0.525456,0.462949,-1.186022,-0.131428,1.138446,-0.981100,-3.341294,0.046278,-1.175469,0.333204,-0.354155,0.312248,1.046586,-0.011409,0.365293,-0.066374,4.327133,0.2000,0.0000,0.4799
11.3400,-0.236063,-2.207791,0.539444,0.445103,-1.171668,-0.143192,1.134785,-0.977945,-3.330548,0.046129,-1.171689,0.332132,-0.362198,0.319011,1.070054,-0.011695,0.373218,-0.069135,4.330554,0.2000,0.0000,0.4799
11.3600,-0.244534,-2.202366,0.552551,0.427423,-1.157132,-0.155027,1.131045,-0.974722,-3.319571,0.045977,-1.167827,0.331038,-0.370220,0.325764,1.093463,-0.011985,0.381137,-0.071854,4.332959,0.2000,0.0000,0.4799
11.3800,-0.252496,-2.196954,0.564789,0.410038,-1.142441,-0.166920,1.127227,-0.971431,-3.308364,0.045822,-1.163884,0.329920,-0.378218,0.332504,1.116805,-0.012277,0.389045,-0.074529,4.334377,0.2000,0.0000,0.4799
11.4000,-0.259950,-2.191598,0.576182,0.393069,-1.127627,-0.178859,1.123330,-0.968073,-3.296927,0.045664,-1.159861,0.328779,-0.386189,0.339230,1.140071,-0.012570,0.396937,-0.077160,4.334844,0.2000,0.0000,0.4799
11.4200,-0.266904,-2.186345,0.586766,0.376628,-1.112710,-0.190836,1.119354,-0.964647,-3.285259,0.045502,-1.155756,0.327616,-0.394129,0.345937,1.163253,-0.012863,0.404809,-0.079742,4.334413,0.2000,0.0000,0.4799
11.4400,-0.273379,-2.181235,0.596589,0.360807,-1.097705,-0.202840,1.115301,-0.961154,-3.273363,0.045337,-1.151571,0.326430,-0.402037,0.352625,1.186344,-0.013153,0.412655,-0.082278,4.333141,0.2000,0.0000,0.4799
11.4600,-0.279398,-2.176306,0.605705,0.345688,-1.082624,-0.214861,1.111170,-0.957594,-3.261239,0.045170,-1.147306,0.325220,-0.409910,0.359291,1.209337,-0.013441,0.420471,-0.084767,4.331094,0.2000,0.0000,0.4799
11.4800,-0.284992,-2.171592,0.614170,0.331333,-1.067474,-0.226888,1.106962,-0.953967,-3.248887,0.044998,-1.142960,0.323989,-0.417745,0.365931,1.232225,-0.013724,0.428253,-0.087212,4.328337,0.2000,0.0000,0.4799
11.5000,-0.290194,-2.167121,0.622045,0.317793,-1.052260,-0.238911,1.102676,-0.950273,-3.236309,0.044824,-1.138535,0.322734,-0.425541,0.372545,1.255001,-0.014003,0.435997,-0.089613,4.324939,0.2000,0.0000,0.4799
11.5200,-0.295038,-2.162916,0.629392,0.305100,-1.036988,-0.250920,1.098313,-0.946514,-3.223505,0.044647,-1.134031,0.321458,-0.433294,0.379129,1.277660,-0.014277,0.443698,-0.091973,4.320966,0.2000,0.0000,0.4799
11.5400,-0.299563,-2.158995,0.636271,0.293272,-1.021657,-0.262905,1.093874,-0.942688,-3.210476,0.044466,-1.129447,0.320158,-0.441004,0.385681,1.300195,-0.014544,0.451354,-0.094293,4.316482,0.2000,0.0000,0.4799
